Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Measured Magnetic Field Vector.X,Measured Magnetic Field Vector.Y,Magnetic Field Vector.Z,,,Declination,Geocentric Latitude,Geodetic Latitude,Altitude
3.64E+04,1.04E+04,9197,,3.64E-05,1.04E-05,9.22E-06,,,-13.34,-13.34,-13.43,420
-2.90E+04,2.37E+04,9958,,-2.90E-05,2.36E-05,9.98E-06,,,-12.85,-12.85,-12.92,419.8
-1697,-3.70E+04,1.06E+04,,-1.74E-06,-3.70E-05,1.06E-05,,,-12.35,-12.35,-12.42,419.7
3.07E+04,2.05E+04,1.02E+04,,3.06E-05,2.04E-05,1.02E-05,,,-11.85,-11.85,-11.92,419.6
-3.39E+04,1.22E+04,1.21E+04,,-3.40E-05,1.22E-05,1.21E-05,,,-11.35,-11.35,-11.42,419.4
1.13E+04,-3.38E+04,1.26E+04,,1.13E-05,-3.38E-05,1.26E-05,,,-10.85,-10.85,-10.92,419.3
1.99E+04,2.94E+04,1.23E+04,,1.99E-05,2.94E-05,1.22E-05,,,-10.35,-10.35,-10.41,419.2
-3.44E+04,-2621,1.42E+04,,-3.44E-05,-2.66E-06,1.42E-05,,,-9.846,-9.846,-9.907,419.1
2.38E+04,-2.46E+04,1.43E+04,,2.38E-05,-2.46E-05,1.43E-05,,,-9.344,-9.344,-9.402,419
4462,3.36E+04,1.45E+04,,4.50E-06,3.36E-05,1.45E-05,,,-8.842,-8.842,-8.897,418.9
-2.79E+04,-1.77E+04,1.59E+04,,-2.79E-05,-1.77E-05,1.58E-05,,,-8.339,-8.339,-8.391,418.7
3.19E+04,-9561,1.48E+04,,3.20E-05,-9.57E-06,1.47E-05,,,-7.835,-7.835,-7.884,418.6
-1.31E+04,3.02E+04,1.52E+04,,-1.31E-05,3.02E-05,1.52E-05,,,-7.332,-7.332,-7.377,418.5
-1.32E+04,-2.93E+04,1.63E+04,,-1.32E-05,-2.93E-05,1.63E-05,,,-6.828,-6.828,-6.87,418.4
3.08E+04,9719,1.54E+04,,3.09E-05,9.72E-06,1.54E-05,,,-6.323,-6.323,-6.363,418.3
-2.72E+04,1.63E+04,1.62E+04,,-2.72E-05,1.63E-05,1.62E-05,,,-5.818,-5.818,-5.855,418.2
7262,-3.06E+04,1.62E+04,,7.25E-06,-3.06E-05,1.62E-05,,,-5.313,-5.313,-5.347,418.1
1.75E+04,2.62E+04,1.57E+04,,1.75E-05,2.62E-05,1.57E-05,,,-4.808,-4.808,-4.838,418
-3.00E+04,-5249,1.73E+04,,-2.99E-05,-5.23E-06,1.73E-05,,,-4.302,-4.302,-4.329,417.9
2.49E+04,-1.75E+04,1.69E+04,,2.49E-05,-1.75E-05,1.69E-05,,,-3.796,-3.796,-3.82,417.8
-4401,2.99E+04,1.69E+04,,-4.37E-06,2.99E-05,1.69E-05,,,-3.29,-3.29,-3.311,417.8
-1.72E+04,-2.39E+04,1.79E+04,,-1.72E-05,-2.39E-05,1.79E-05,,,-2.784,-2.784,-2.802,417.7
2.93E+04,5136,1.71E+04,,2.93E-05,5.15E-06,1.71E-05,,,-2.278,-2.278,-2.292,417.6
-2.37E+04,1.67E+04,1.80E+04,,-2.37E-05,1.67E-05,1.80E-05,,,-1.771,-1.771,-1.783,417.5
6079,-2.80E+04,1.83E+04,,6.04E-06,-2.80E-05,1.83E-05,,,-1.265,-1.265,-1.273,417.4
1.54E+04,2.45E+04,1.75E+04,,1.54E-05,2.45E-05,1.75E-05,,,-0.7582,-0.7582,-0.763,417.4
-2.72E+04,-7253,1.84E+04,,-2.72E-05,-7.27E-06,1.84E-05,,,-0.2515,-0.2515,-0.2531,417.3
2.56E+04,-1.27E+04,1.76E+04,,2.55E-05,-1.27E-05,1.76E-05,,,0.2552,0.2552,0.2568,417.2
-9831,2.65E+04,1.78E+04,,-9.82E-06,2.65E-05,1.78E-05,,,0.7619,0.7619,0.7667,417.2
-9608,-2.60E+04,1.84E+04,,-9.63E-06,-2.60E-05,1.84E-05,,,1.269,1.269,1.277,417.1
2.50E+04,1.34E+04,1.72E+04,,2.50E-05,1.34E-05,1.72E-05,,,1.775,1.775,1.786,417.1
-2.72E+04,6336,1.77E+04,,-2.72E-05,6.36E-06,1.77E-05,,,2.282,2.282,2.296,417
1.74E+04,-2.21E+04,1.71E+04,,1.74E-05,-2.21E-05,1.72E-05,,,2.788,2.788,2.806,417
1279,2.82E+04,1.67E+04,,1.31E-06,2.83E-05,1.67E-05,,,3.295,3.295,3.315,416.9
-1.83E+04,-2.08E+04,1.75E+04,,-1.82E-05,-2.08E-05,1.75E-05,,,3.801,3.801,3.825,416.9
2.80E+04,4875,1.62E+04,,2.80E-05,4.88E-06,1.62E-05,,,4.307,4.307,4.334,416.8
-2.46E+04,1.38E+04,1.64E+04,,-2.46E-05,1.38E-05,1.64E-05,,,4.812,4.812,4.843,416.8
1.17E+04,-2.58E+04,1.60E+04,,1.17E-05,-2.58E-05,1.60E-05,,,5.318,5.318,5.351,416.7
6870,2.78E+04,1.53E+04,,6.84E-06,2.78E-05,1.53E-05,,,5.823,5.823,5.86,416.7
-2.17E+04,-1.79E+04,1.62E+04,,-2.17E-05,-1.79E-05,1.62E-05,,,6.328,6.328,6.368,416.7
2.88E+04,1663,1.47E+04,,2.88E-05,1.63E-06,1.47E-05,,,6.833,6.833,6.876,416.6
-2.40E+04,1.59E+04,1.48E+04,,-2.40E-05,1.59E-05,1.48E-05,,,7.337,7.337,7.383,416.6
1.10E+04,-2.68E+04,1.44E+04,,1.10E-05,-2.68E-05,1.44E-05,,,7.841,7.841,7.89,416.6
6773,2.85E+04,1.35E+04,,6.77E-06,2.85E-05,1.36E-05,,,8.345,8.345,8.397,416.6
-2.13E+04,-1.95E+04,1.44E+04,,-2.14E-05,-1.96E-05,1.44E-05,,,8.848,8.848,8.903,416.6
2.93E+04,4422,1.28E+04,,2.93E-05,4.40E-06,1.28E-05,,,9.351,9.351,9.409,416.5
-2.66E+04,1.28E+04,1.30E+04,,-2.66E-05,1.27E-05,1.30E-05,,,9.853,9.853,9.914,416.5
1.60E+04,-2.52E+04,1.23E+04,,1.60E-05,-2.52E-05,1.23E-05,,,10.36,10.36,10.42,416.5
334.9,3.02E+04,1.15E+04,,3.30E-07,3.02E-05,1.15E-05,,,10.86,10.86,10.92,416.5
-1.59E+04,-2.54E+04,1.22E+04,,-1.59E-05,-2.53E-05,1.22E-05,,,11.36,11.36,11.43,416.5
2.74E+04,1.36E+04,1.06E+04,,2.74E-05,1.36E-05,1.06E-05,,,11.86,11.86,11.93,416.5
-3.03E+04,2614,1.10E+04,,-3.03E-05,2.62E-06,1.10E-05,,,12.36,12.36,12.43,416.5
2.54E+04,-1.75E+04,9766,,2.54E-05,-1.75E-05,9.74E-06,,,12.86,12.86,12.93,416.5
-1.31E+04,2.82E+04,9312,,-1.31E-05,2.81E-05,9.32E-06,,,13.35,13.35,13.44,416.5
-1996,-3.10E+04,9512,,-1.94E-06,-3.10E-05,9.49E-06,,,13.85,13.85,13.94,416.5
1.71E+04,2.65E+04,8097,,1.71E-05,2.65E-05,8.08E-06,,,14.35,14.35,14.44,416.5
-2.75E+04,-1.52E+04,8756,,-2.75E-05,-1.52E-05,8.73E-06,,,14.84,14.84,14.93,416.6
3.19E+04,789.3,6932,,3.19E-05,7.95E-07,6.92E-06,,,15.34,15.34,15.43,416.6
-2.87E+04,1.40E+04,7101,,-2.87E-05,1.40E-05,7.09E-06,,,15.83,15.83,15.93,416.6
1.97E+04,-2.54E+04,6323,,1.97E-05,-2.54E-05,6.30E-06,,,16.33,16.33,16.43,416.6
-6349,3.17E+04,5542,,-6.34E-06,3.17E-05,5.52E-06,,,16.82,16.82,16.92,416.6
-7811,-3.14E+04,5766,,-7.81E-06,-3.14E-05,5.73E-06,,,17.31,17.31,17.42,416.7
2.07E+04,2.54E+04,3888,,2.07E-05,2.54E-05,3.88E-06,,,17.8,17.8,17.91,416.7
-2.93E+04,-1.46E+04,4419,,-2.93E-05,-1.46E-05,4.41E-06,,,18.29,18.29,18.4,416.7
3.30E+04,1497,2521,,3.30E-05,1.50E-06,2.50E-06,,,18.78,18.78,18.89,416.8
-3.09E+04,1.18E+04,2779,,-3.09E-05,1.18E-05,2.76E-06,,,19.27,19.27,19.38,416.8
2.41E+04,-2.30E+04,1678,,2.41E-05,-2.30E-05,1.70E-06,,,19.76,19.76,19.87,416.8
-1.36E+04,3.05E+04,808.3,,-1.35E-05,3.05E-05,8.17E-07,,,20.24,20.24,20.36,416.9
1295,-3.35E+04,522.7,,1.32E-06,-3.35E-05,5.28E-07,,,20.73,20.73,20.85,416.9
1.09E+04,3.17E+04,-1247,,1.09E-05,3.17E-05,-1.21E-06,,,21.21,21.21,21.33,417
-2.15E+04,-2.59E+04,-697.7,,-2.15E-05,-2.59E-05,-6.97E-07,,,21.69,21.69,21.82,417
2.91E+04,1.69E+04,-2648,,2.91E-05,1.70E-05,-2.65E-06,,,22.17,22.17,22.3,417
-3.32E+04,-6288,-1980,,-3.32E-05,-6.30E-06,-1.97E-06,,,22.65,22.65,22.78,417.1
3.34E+04,-4919,-3752,,3.34E-05,-4.88E-06,-3.75E-06,,,23.13,23.13,23.26,417.1
-3.03E+04,1.52E+04,-3693,,-3.03E-05,1.52E-05,-3.69E-06,,,23.61,23.61,23.74,417.2
2.40E+04,-2.38E+04,-4705,,2.40E-05,-2.38E-05,-4.72E-06,,,24.08,24.08,24.22,417.3
-1.60E+04,2.98E+04,-5312,,-1.60E-05,2.99E-05,-5.32E-06,,,24.55,24.55,24.69,417.3
6526,-3.33E+04,-5460,,6.50E-06,-3.33E-05,-5.46E-06,,,25.03,25.03,25.16,417.4
2836,3.37E+04,-6958,,2.82E-06,3.37E-05,-6.96E-06,,,25.5,25.5,25.64,417.4
-1.21E+04,-3.17E+04,-6760,,-1.21E-05,-3.17E-05,-6.76E-06,,,25.97,25.97,26.11,417.5
1.96E+04,2.72E+04,-8904,,1.96E-05,2.72E-05,-8.89E-06,,,26.43,26.43,26.58,417.6
-2.61E+04,-2.14E+04,-8421,,-2.61E-05,-2.15E-05,-8.42E-06,,,26.9,26.9,27.04,417.6
3.01E+04,1.42E+04,-1.05E+04,,3.01E-05,1.42E-05,-1.05E-05,,,27.36,27.36,27.51,417.7
-3.28E+04,-7021,-9898,,-3.28E-05,-7.04E-06,-9.88E-06,,,27.82,27.82,27.97,417.8
3.31E+04,-705,-1.17E+04,,3.31E-05,-7.23E-07,-1.17E-05,,,28.28,28.28,28.43,417.8
-3.24E+04,7506,-1.14E+04,,-3.24E-05,7.48E-06,-1.15E-05,,,28.74,28.74,28.89,417.9
2.97E+04,-1.43E+04,-1.28E+04,,2.97E-05,-1.43E-05,-1.29E-05,,,29.2,29.2,29.35,418
-2.66E+04,1.95E+04,-1.29E+04,,-2.66E-05,1.95E-05,-1.30E-05,,,29.65,29.65,29.81,418
2.18E+04,-2.44E+04,-1.38E+04,,2.18E-05,-2.44E-05,-1.38E-05,,,30.1,30.1,30.26,418.1
-1.74E+04,2.75E+04,-1.45E+04,,-1.75E-05,2.75E-05,-1.45E-05,,,30.55,30.55,30.71,418.2
1.19E+04,-3.01E+04,-1.50E+04,,1.18E-05,-3.02E-05,-1.50E-05,,,31,31,31.16,418.3
-7314,3.10E+04,-1.63E+04,,-7.32E-06,3.10E-05,-1.63E-05,,,31.44,31.44,31.6,418.3
1923,-3.18E+04,-1.65E+04,,1.91E-06,-3.18E-05,-1.65E-05,,,31.89,31.89,32.05,418.4
2080,3.11E+04,-1.80E+04,,2.06E-06,3.11E-05,-1.80E-05,,,32.33,32.33,32.49,418.5
-6814,-3.07E+04,-1.77E+04,,-6.82E-06,-3.07E-05,-1.77E-05,,,32.76,32.76,32.93,418.6
9975,2.90E+04,-1.92E+04,,9.98E-06,2.90E-05,-1.92E-05,,,33.2,33.2,33.36,418.6
-1.39E+04,-2.78E+04,-1.87E+04,,-1.39E-05,-2.78E-05,-1.87E-05,,,33.63,33.63,33.8,418.7
1.61E+04,2.54E+04,-2.06E+04,,1.61E-05,2.54E-05,-2.05E-05,,,34.06,34.06,34.23,418.8
-1.91E+04,-2.37E+04,-2.02E+04,,-1.91E-05,-2.37E-05,-2.01E-05,,,34.49,34.49,34.66,418.9
2.02E+04,2.10E+04,-2.21E+04,,2.02E-05,2.10E-05,-2.21E-05,,,34.91,34.91,35.08,419
-2.24E+04,-1.94E+04,-2.16E+04,,-2.23E-05,-1.95E-05,-2.16E-05,,,35.33,35.33,35.5,419
2.27E+04,1.70E+04,-2.33E+04,,2.28E-05,1.70E-05,-2.33E-05,,,35.75,35.75,35.92,419.1
-2.43E+04,-1.59E+04,-2.27E+04,,-2.43E-05,-1.59E-05,-2.27E-05,,,36.17,36.17,36.34,419.2
2.42E+04,1.36E+04,-2.44E+04,,2.43E-05,1.36E-05,-2.44E-05,,,36.58,36.58,36.75,419.3
-2.54E+04,-1.26E+04,-2.39E+04,,-2.53E-05,-1.26E-05,-2.39E-05,,,36.99,36.99,37.16,419.4
2.47E+04,1.05E+04,-2.56E+04,,2.47E-05,1.05E-05,-2.56E-05,,,37.39,37.39,37.57,419.4
-2.55E+04,-9920,-2.52E+04,,-2.55E-05,-9.91E-06,-2.52E-05,,,37.8,37.8,37.97,419.5
2.45E+04,8435,-2.68E+04,,2.45E-05,8.44E-06,-2.68E-05,,,38.19,38.19,38.37,419.6
-2.51E+04,-8474,-2.63E+04,,-2.51E-05,-8.50E-06,-2.63E-05,,,38.59,38.59,38.77,419.7
2.40E+04,7320,-2.78E+04,,2.40E-05,7.31E-06,-2.78E-05,,,38.98,38.98,39.16,419.8
-2.46E+04,-7551,-2.74E+04,,-2.45E-05,-7.57E-06,-2.74E-05,,,39.37,39.37,39.54,419.9
2.32E+04,6527,-2.89E+04,,2.32E-05,6.51E-06,-2.89E-05,,,39.75,39.75,39.93,419.9
-2.36E+04,-7101,-2.86E+04,,-2.36E-05,-7.12E-06,-2.86E-05,,,40.13,40.13,40.31,420
2.20E+04,6541,-3.00E+04,,2.20E-05,6.55E-06,-3.00E-05,,,40.51,40.51,40.69,420.1
-2.23E+04,-7641,-2.96E+04,,-2.23E-05,-7.63E-06,-2.96E-05,,,40.88,40.88,41.06,420.2
2.07E+04,7349,-3.09E+04,,2.07E-05,7.33E-06,-3.09E-05,,,41.25,41.25,41.42,420.3
-2.10E+04,-8492,-3.05E+04,,-2.11E-05,-8.51E-06,-3.05E-05,,,41.61,41.61,41.79,420.3
1.92E+04,8100,-3.19E+04,,1.92E-05,8.05E-06,-3.19E-05,,,41.97,41.97,42.15,420.4
-1.93E+04,-9348,-3.16E+04,,-1.93E-05,-9.36E-06,-3.16E-05,,,42.32,42.32,42.5,420.5
1.73E+04,9221,-3.29E+04,,1.72E-05,9.20E-06,-3.29E-05,,,42.67,42.67,42.85,420.6
-1.73E+04,-1.08E+04,-3.25E+04,,-1.73E-05,-1.09E-05,-3.25E-05,,,43.01,43.01,43.19,420.6
1.51E+04,1.07E+04,-3.37E+04,,1.51E-05,1.07E-05,-3.37E-05,,,43.35,43.35,43.53,420.7
-1.51E+04,-1.21E+04,-3.33E+04,,-1.51E-05,-1.21E-05,-3.33E-05,,,43.69,43.69,43.87,420.8
1.27E+04,1.17E+04,-3.45E+04,,1.27E-05,1.17E-05,-3.45E-05,,,44.02,44.02,44.2,420.9
-1.24E+04,-1.30E+04,-3.43E+04,,-1.23E-05,-1.30E-05,-3.43E-05,,,44.34,44.34,44.52,420.9
9729,1.26E+04,-3.53E+04,,9.75E-06,1.26E-05,-3.53E-05,,,44.66,44.66,44.84,421
-9382,-1.39E+04,-3.50E+04,,-9.37E-06,-1.40E-05,-3.50E-05,,,44.97,44.97,45.15,421.1
6743,1.33E+04,-3.59E+04,,6.74E-06,1.33E-05,-3.59E-05,,,45.28,45.28,45.46,421.1
-6394,-1.42E+04,-3.57E+04,,-6.40E-06,-1.42E-05,-3.57E-05,,,45.58,45.58,45.76,421.2
3657,1.31E+04,-3.66E+04,,3.65E-06,1.31E-05,-3.66E-05,,,45.88,45.88,46.06,421.3
-3259,-1.37E+04,-3.65E+04,,-3.25E-06,-1.37E-05,-3.65E-05,,,46.17,46.17,46.35,421.3
520.6,1.24E+04,-3.72E+04,,5.36E-07,1.24E-05,-3.72E-05,,,46.45,46.45,46.63,421.4
-320.2,-1.29E+04,-3.71E+04,,-3.10E-07,-1.29E-05,-3.71E-05,,,46.73,46.73,46.91,421.5
-2160,1.13E+04,-3.76E+04,,-2.15E-06,1.13E-05,-3.76E-05,,,47,47,47.18,421.5
2061,-1.13E+04,-3.77E+04,,2.06E-06,-1.13E-05,-3.77E-05,,,47.26,47.26,47.44,421.6
-4324,9299,-3.81E+04,,-4.32E-06,9.30E-06,-3.81E-05,,,47.52,47.52,47.7,421.7
3962,-9064,-3.83E+04,,3.98E-06,-9.07E-06,-3.83E-05,,,47.77,47.77,47.95,421.7
-5904,7033,-3.86E+04,,-5.88E-06,7.05E-06,-3.86E-05,,,48.02,48.02,48.2,421.8
5065,-6866,-3.88E+04,,5.10E-06,-6.85E-06,-3.88E-05,,,48.25,48.25,48.43,421.8
-6516,4755,-3.90E+04,,-6.46E-06,4.76E-06,-3.90E-05,,,48.48,48.48,48.66,421.9
5204,-4451,-3.93E+04,,5.23E-06,-4.46E-06,-3.93E-05,,,48.71,48.71,48.89,421.9
-6307,2269,-3.94E+04,,-6.30E-06,2.27E-06,-3.94E-05,,,48.92,48.92,49.1,422
4665,-2163,-3.97E+04,,4.69E-06,-2.17E-06,-3.97E-05,,,49.13,49.13,49.31,422
-5446,383.2,-3.97E+04,,-5.43E-06,3.75E-07,-3.97E-05,,,49.33,49.33,49.51,422.1
3434,-712.6,-4.00E+04,,3.44E-06,-7.24E-07,-4.00E-05,,,49.52,49.52,49.7,422.1
-3921,-778.3,-4.00E+04,,-3.93E-06,-8.04E-07,-4.00E-05,,,49.71,49.71,49.89,422.2
1725,205.5,-4.03E+04,,1.72E-06,1.87E-07,-4.03E-05,,,49.89,49.89,50.06,422.2
-2192,-1396,-4.03E+04,,-2.16E-06,-1.43E-06,-4.03E-05,,,50.06,50.06,50.23,422.2
57.82,376.2,-4.04E+04,,9.10E-08,3.59E-07,-4.05E-05,,,50.22,50.22,50.39,422.3
-660.3,-1127,-4.05E+04,,-6.05E-07,-1.13E-06,-4.05E-05,,,50.37,50.37,50.55,422.3
-1258,-108,-4.06E+04,,-1.23E-06,-1.16E-07,-4.06E-05,,,50.51,50.51,50.69,422.3
300.1,-573.7,-4.06E+04,,3.10E-07,-6.03E-07,-4.07E-05,,,50.65,50.65,50.83,422.4
-1806,-856.6,-4.07E+04,,-1.83E-06,-8.47E-07,-4.07E-05,,,50.78,50.78,50.95,422.4
456.6,425.4,-4.08E+04,,4.49E-07,4.70E-07,-4.08E-05,,,50.89,50.89,51.07,422.4
-1668,-2111,-4.08E+04,,-1.68E-06,-2.07E-06,-4.08E-05,,,51,51,51.18,422.4
121.1,1893,-4.09E+04,,1.23E-07,1.93E-06,-4.09E-05,,,51.1,51.1,51.28,422.5
-1184,-3575,-4.08E+04,,-1.18E-06,-3.57E-06,-4.08E-05,,,51.2,51.2,51.37,422.5
-568.3,3105,-4.09E+04,,-5.86E-07,3.09E-06,-4.09E-05,,,51.28,51.28,51.46,422.5
-203.2,-4467,-4.09E+04,,-2.26E-07,-4.47E-06,-4.09E-05,,,51.35,51.35,51.53,422.5
-1874,3787,-4.10E+04,,-1.88E-06,3.79E-06,-4.10E-05,,,51.42,51.42,51.6,422.5
1353,-5067,-4.09E+04,,1.37E-06,-5.04E-06,-4.09E-05,,,51.48,51.48,51.65,422.6
-3565,4259,-4.10E+04,,-3.53E-06,4.30E-06,-4.10E-05,,,51.52,51.52,51.7,422.6
3097,-5220,-4.10E+04,,3.12E-06,-5.18E-06,-4.09E-05,,,51.56,51.56,51.74,422.6
-5348,3903,-4.09E+04,,-5.32E-06,3.93E-06,-4.09E-05,,,51.59,51.59,51.76,422.6
4922,-4336,-4.10E+04,,4.96E-06,-4.31E-06,-4.10E-05,,,51.61,51.61,51.78,422.6
-7172,2606,-4.09E+04,,-7.15E-06,2.62E-06,-4.09E-05,,,51.62,51.62,51.79,422.6
6625,-2749,-4.10E+04,,6.63E-06,-2.77E-06,-4.10E-05,,,51.62,51.62,51.79,422.6
-8608,732.7,-4.08E+04,,-8.61E-06,7.51E-07,-4.08E-05,,,51.61,51.61,51.79,422.6
7692,-479.4,-4.11E+04,,7.71E-06,-4.59E-07,-4.10E-05,,,51.59,51.59,51.77,422.6
-9262,-1992,-4.08E+04,,-9.25E-06,-2.01E-06,-4.07E-05,,,51.57,51.57,51.74,422.6
7913,2626,-4.11E+04,,7.91E-06,2.61E-06,-4.11E-05,,,51.53,51.53,51.71,422.6
-8987,-5257,-4.07E+04,,-8.95E-06,-5.29E-06,-4.06E-05,,,51.49,51.49,51.66,422.6
7047,5870,-4.10E+04,,7.05E-06,5.85E-06,-4.10E-05,,,51.43,51.43,51.61,422.5
-7431,-8399,-4.06E+04,,-7.41E-06,-8.42E-06,-4.05E-05,,,51.37,51.37,51.54,422.5
4784,8895,-4.09E+04,,4.79E-06,8.89E-06,-4.09E-05,,,51.3,51.3,51.47,422.5
-4498,-1.12E+04,-4.04E+04,,-4.52E-06,-1.12E-05,-4.04E-05,,,51.21,51.21,51.39,422.5
1267,1.13E+04,-4.07E+04,,1.26E-06,1.13E-05,-4.07E-05,,,51.12,51.12,51.3,422.5
-446,-1.30E+04,-4.02E+04,,-4.31E-07,-1.30E-05,-4.02E-05,,,51.02,51.02,51.2,422.5
-3234,1.23E+04,-4.04E+04,,-3.22E-06,1.23E-05,-4.04E-05,,,50.92,50.92,51.09,422.4
4412,-1.30E+04,-4.01E+04,,4.42E-06,-1.30E-05,-4.01E-05,,,50.8,50.8,50.98,422.4
-8246,1.13E+04,-4.01E+04,,-8.21E-06,1.13E-05,-4.01E-05,,,50.67,50.67,50.85,422.4
9346,-1.10E+04,-4.00E+04,,9.37E-06,-1.10E-05,-4.00E-05,,,50.54,50.54,50.72,422.3
-1.28E+04,8185,-3.97E+04,,-1.28E-05,8.20E-06,-3.97E-05,,,50.4,50.4,50.58,422.3
1.33E+04,-6735,-3.99E+04,,1.33E-05,-6.72E-06,-3.99E-05,,,50.25,50.25,50.42,422.3
-1.60E+04,2806,-3.94E+04,,-1.60E-05,2.84E-06,-3.94E-05,,,50.09,50.09,50.27,422.2
1.54E+04,-442.2,-3.98E+04,,1.54E-05,-4.12E-07,-3.98E-05,,,49.92,49.92,50.1,422.2
-1.67E+04,-4000,-3.91E+04,,-1.67E-05,-4.00E-06,-3.91E-05,,,49.75,49.75,49.92,422.2
1.45E+04,6653,-3.96E+04,,1.45E-05,6.65E-06,-3.96E-05,,,49.56,49.56,49.74,422.1
-1.41E+04,-1.12E+04,-3.88E+04,,-1.41E-05,-1.12E-05,-3.88E-05,,,49.37,49.37,49.55,422.1
1.02E+04,1.34E+04,-3.93E+04,,1.03E-05,1.34E-05,-3.93E-05,,,49.17,49.17,49.35,422
-8124,-1.70E+04,-3.84E+04,,-8.12E-06,-1.70E-05,-3.84E-05,,,48.97,48.97,49.14,422
2788,1.79E+04,-3.88E+04,,2.81E-06,1.79E-05,-3.88E-05,,,48.75,48.75,48.93,421.9
525.7,-1.97E+04,-3.80E+04,,5.30E-07,-1.97E-05,-3.80E-05,,,48.53,48.53,48.71,421.9
-6569,1.85E+04,-3.81E+04,,-6.56E-06,1.85E-05,-3.81E-05,,,48.3,48.3,48.48,421.8
1.01E+04,-1.77E+04,-3.77E+04,,1.01E-05,-1.77E-05,-3.77E-05,,,48.07,48.07,48.24,421.8
-1.57E+04,1.38E+04,-3.74E+04,,-1.57E-05,1.38E-05,-3.74E-05,,,47.82,47.82,48,421.7
1.80E+04,-1.05E+04,-3.74E+04,,1.80E-05,-1.05E-05,-3.75E-05,,,47.57,47.57,47.75,421.7
-2.15E+04,4462,-3.68E+04,,-2.16E-05,4.48E-06,-3.68E-05,,,47.32,47.32,47.5,421.6
2.12E+04,529.9,-3.73E+04,,2.11E-05,5.36E-07,-3.72E-05,,,47.05,47.05,47.23,421.5
-2.15E+04,-7661,-3.63E+04,,-2.15E-05,-7.66E-06,-3.62E-05,,,46.78,46.78,46.96,421.5
1.76E+04,1.28E+04,-3.69E+04,,1.76E-05,1.28E-05,-3.69E-05,,,46.51,46.51,46.69,421.4
-1.44E+04,-1.88E+04,-3.57E+04,,-1.44E-05,-1.88E-05,-3.57E-05,,,46.22,46.22,46.4,421.4
7226,2.16E+04,-3.62E+04,,7.23E-06,2.16E-05,-3.62E-05,,,45.94,45.94,46.12,421.3
-1292,-2.43E+04,-3.52E+04,,-1.32E-06,-2.43E-05,-3.52E-05,,,45.64,45.64,45.82,421.2
-7410,2.30E+04,-3.52E+04,,-7.44E-06,2.30E-05,-3.53E-05,,,45.34,45.34,45.52,421.2
1.35E+04,-2.10E+04,-3.46E+04,,1.35E-05,-2.10E-05,-3.46E-05,,,45.03,45.03,45.21,421.1
-2.07E+04,1.50E+04,-3.42E+04,,-2.08E-05,1.50E-05,-3.42E-05,,,44.72,44.72,44.9,421
2.38E+04,-8504,-3.44E+04,,2.37E-05,-8.53E-06,-3.44E-05,,,44.4,44.4,44.59,420.9
-2.64E+04,-992.5,-3.34E+04,,-2.65E-05,-1.00E-06,-3.34E-05,,,44.08,44.08,44.26,420.9
2.39E+04,9199,-3.40E+04,,2.38E-05,9.20E-06,-3.40E-05,,,43.75,43.75,43.93,420.8
-2.03E+04,-1.82E+04,-3.26E+04,,-2.03E-05,-1.82E-05,-3.26E-05,,,43.42,43.42,43.6,420.7
1.18E+04,2.35E+04,-3.33E+04,,1.18E-05,2.35E-05,-3.33E-05,,,43.08,43.08,43.26,420.7
-3281,-2.76E+04,-3.20E+04,,-3.31E-06,-2.76E-05,-3.19E-05,,,42.74,42.74,42.92,420.6
